"year","title","venue","url","freq","IF","name"
"2012","ECG arrhythmia recognition via a neuro-SVM-KNN hybrid classifier with virtual QRS image-based geometrical features.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2011.08.025",17,2.240000,"Expert Systems with Applications"
"2012","Hybrid intelligent system for cardiac arrhythmia classification with Fuzzy K-Nearest Neighbors and neural networks combined with a fuzzy system.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2011.08.156",17,2.240000,"Expert Systems with Applications"
"2012","Detection of cardiac arrhythmia in electrocardiograms using adaptive feature extraction and modified support vector machines.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2012.01.093",17,2.240000,"Expert Systems with Applications"
"2012","The Effects of Control Domain Position on Optimal Control of Cardiac Arrhythmia.","J. Applied Mathematics","http://dx.doi.org/10.1155/2012/468189",1,1.390000,"Journal of Applied Mathematics"
"2012","Automated Screening of Arrhythmia Using Wavelet Based Machine Learning Techniques.","J. Medical Systems","http://dx.doi.org/10.1007/s10916-010-9535-7",6,1.372000,"Journal of Medical Systems"
"2012","Application of Wavelet Entropy to Predict Atrial Fibrillation Progression from the Surface ECG.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2012/245213",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2012","Prediction of paroxysmal atrial fibrillation based on non-linear analysis and spectrum and bispectrum features of the heart rate variability signal.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2010.07.011",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2012","Robust genetic programming-based detection of atrial fibrillation using RR intervals.","Expert Systems","http://dx.doi.org/10.1111/j.1468-0394.2010.00571.x",4,0.750000,"Expert Systems in Engineering"
"2012","Pro-Detection of Atrial Fibrillation Using Mixture of Experts.","IEICE Transactions","http://dblp.org/rec/journals/ieicet/BashirRYR12",2,0.226000,"IEICE Transactions on Electronics"
"2012","Approximate model for the action potential of the heart: application to atrial fibrillation diagnosis.","IJCIH","http://dx.doi.org/10.1504/IJCIH.2012.046996",1,0.000000,"International Journal of Computers in Healthcare (IJCIH)"
"2012","Estimating the time scale and anatomical location of atrial fibrillation spontaneous termination in a biophysical model.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-011-0859-3",26,1.500000,"Medical and Biological Engineering and Computing"
"2012","Spatial complexity and spectral distribution variability of atrial activity in surface ECG recordings of atrial fibrillation.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-012-0878-8",26,1.500000,"Medical and Biological Engineering and Computing"
"2012","Event synchronous adaptive filter based atrial activity estimation in single-lead atrial fibrillation electrocardiograms.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-012-0931-7",26,1.500000,"Medical and Biological Engineering and Computing"
"2012","Effects of Electrical and Structural Remodeling on Atrial Fibrillation Maintenance: A Simulation Study.","PLoS Computational Biology","http://dx.doi.org/10.1371/journal.pcbi.1002390",5,4.620000,"PLoS Computational Biology"
"2012","Propagation Pattern Analysis During Atrial Fibrillation Based on Sparse Modeling.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2187054",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2012","Investigation of Atrial Vulnerability by Analysis of the Sinus Node EG From Atrial Fibrillation Models Using a Phase Synchronization Method.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2208751",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2012","Time-Frequency Analysis of the Endocavitarian Signal in Paroxysmal Atrial Fibrillation.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2211596",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2012","An Echo State Neural Network for QRST Cancellation During Atrial Fibrillation.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2212895",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2012","Constrained Registration for Motion Compensation in Atrial Fibrillation Ablation Procedures.","IEEE Trans. Med. Imaging","http://dx.doi.org/10.1109/TMI.2011.2181184",5,3.390000,"IEEE Transactions on Medical Imaging"
"2012","Feature selection using support vector machines and bootstrap methods for ventricular fibrillation detection.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2011.08.051",17,2.240000,"Expert Systems with Applications"
"2012","An Algorithm Used for Ventricular Fibrillation Detection Without Interrupting Chest Compression.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2011.2118755",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2012","Cardiac MRI visualization for ventricular tachycardia ablation.","Int. J. Computer Assisted Radiology and Surgery","http://dx.doi.org/10.1007/s11548-012-0776-4",2,1.659000,"International Journal of Computer Assisted Radiology and Surgery"
"2012","Characterization of Ventricular Tachycardia and Fibrillation Using Semantic Mining.","Computer and Information Science","http://dx.doi.org/10.5539/cis.v5n5p35",1,0.575000,"Computer and Information Science"
"2012","Field Programmable Gate Array Based Fuzzy Neural Signal Processing System for Differential Diagnosis of QRS Complex Tachycardia and Tachyarrhythmia in Noisy ECG Signals.","J. Medical Systems","http://dx.doi.org/10.1007/s10916-010-9543-7",6,1.372000,"Journal of Medical Systems"
"2012","A Novel Methodology for Assessing the Bounded-Input Bounded-Output Instability in QT Interval Dynamics: Application to Clinical ECG With Ventricular Tachycardia.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2011.2170837",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","An interpretable classifier for detection of cardiac arrhythmias by using the fuzzy decision tree.","Artif. Intell. Research","http://dx.doi.org/10.5430/air.v2n3p45",1,1.257000,"Artificial Intelligence Research"
"2013","Classification of ECG arrhythmia by a modular neural network based on Mixture of Experts and Negatively Correlated Learning.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2012.10.005",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Application of higher order statistics for atrial arrhythmia classification.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.08.008",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Advances in modeling and characterization of atrial arrhythmias.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.10.008",24,1.532000,"Biomedical Signal Processing and Control"
"2013","The AV synchrogram: A novel approach to quantify atrioventricular coupling during atrial arrhythmias.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.01.004",24,1.532000,"Biomedical Signal Processing and Control"
"2013","A Novel Automatic Detection System for ECG Arrhythmias Using Maximum Margin Clustering with Immune Evolutionary Algorithm.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2013/453402",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2013","An Expert System Based on Fisher Score and LS-SVM for Cardiac Arrhythmia Diagnosis.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2013/849674",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2013","Application of statistics and machine learning for risk stratification of heritable cardiac arrhythmias.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2012.10.054",17,2.240000,"Expert Systems with Applications"
"2013","ECG arrhythmia classification based on optimum-path forest.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2012.12.063",17,2.240000,"Expert Systems with Applications"
"2013","Heart Arrhythmia Detection using support vector machines.","Intelligent Automation &amp; Soft Computing","http://dx.doi.org/10.1080/10798587.2013.771456",1,0.189000,"Intelligent Automation & Soft Computing"
"2013","Real-Time and Memory-Efficient Arrhythmia Detection in ECG Monitors Using Antidictionary Coding.","IEICE Transactions","http://dblp.org/rec/journals/ieicet/OtaMW13",2,0.226000,"IEICE Transactions on Electronics"
"2013","Classification of Arrhythmia in Electrocardiogram using EMD Based Features and Support Vector Machine with Margin Sampling.","International Journal of Computational Intelligence and Applications","http://dx.doi.org/10.1142/S1469026813500156",2,0.000000,"International Journal of Computational Intelligence and Applications"
"2013","An mHealth System for Monitoring of Children with Suspected Cardiac Arrhythmias.","IJMSTR","http://dx.doi.org/10.4018/ijmstr.2013040104",1,0.000000,"International Journal of Monitoring and Surveillance Technologies Research (IJMSTR)"
"2013","ECG arrhythmia classification using a probabilistic neural network with a feature reduction method.","Neurocomputing","http://dx.doi.org/10.1016/j.neucom.2011.10.045",1,2.083000,"Neurocomputing"
"2013","A Feature Selection-based Ensemble Method for Arrhythmia Classification.","JIPS","http://dx.doi.org/10.3745/JIPS.2013.9.1.031",1,0.000000,"The Journal of Information Processing Systems"
"2013","Characterization of ECG beats from cardiac arrhythmia using discrete cosine transform in PCA framework.","Knowl.-Based Syst.","http://dx.doi.org/10.1016/j.knosys.2013.02.007",2,2.950000,"Knowledge Based Systems"
"2013","A classification scheme for ventricular arrhythmias using wavelets analysis.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-012-0980-y",26,1.500000,"Medical and Biological Engineering and Computing"
"2013","ECG Signal Quality During Arrhythmia and Its Application to False Alarm Reduction.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2240452",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","A Fully Adaptive Multiresolution Algorithm for Atrial Arrhythmia Simulation on Anatomically Realistic Unstructured Meshes.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2261815",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","Image-Based Model of Atrial Anatomy and Electrical Activation: A Computational Platform for Investigating Atrial Arrhythmia.","IEEE Trans. Med. Imaging","http://dx.doi.org/10.1109/TMI.2012.2227776",5,3.390000,"IEEE Transactions on Medical Imaging"
"2013","Catheter ablation outcome prediction in persistent atrial fibrillation using weighted principal component analysis.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.02.002",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Adaptive frequency tracking of the baseline ECG identifies the site of atrial fibrillation termination by catheter ablation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.02.005",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Nonlinear synchronization assessment between atrial and ventricular activations series from the surface ECG in atrial fibrillation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.01.009",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Atrioventricular nodal function during atrial fibrillation: Model building and robust estimation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2012.10.006",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Radial basis function neural networks applied to efficient QRST cancellation in atrial fibrillation.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2012.11.007",32,1.240000,"Computers in Biology and Medicine"
"2013","Atrial activity selection for atrial fibrillation ECG recordings.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2013.08.002",32,1.240000,"Computers in Biology and Medicine"
"2013","The dominant morphology of fractionated atrial electrograms has greater temporal stability in persistent as compared with paroxysmal atrial fibrillation.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2013.08.027",32,1.240000,"Computers in Biology and Medicine"
"2013","Detection of Structural Changes in Tachogram Series for the Diagnosis of Atrial Fibrillation Events.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2013/373401",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2013","Ventricular activity morphological characterization: Ectopic beats removal in long term atrial fibrillation recordings.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2012.10.011",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2013","Visualizing Intracardiac Atrial Fibrillation Electrograms Using Spectral Analysis.","Computing in Science and Engineering","http://dx.doi.org/10.1109/MCSE.2013.37",1,0.990000,"Computing in Science and Engineering (CiSE)"
"2013","Automated detection of atrial fibrillation using Bayesian paradigm.","Knowl.-Based Syst.","http://dx.doi.org/10.1016/j.knosys.2013.09.016",2,2.950000,"Knowledge Based Systems"
"2013","In-silico modeling of atrial repolarization in normal and atrial fibrillation remodeled state.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-013-1090-1",26,1.500000,"Medical and Biological Engineering and Computing"
"2013","Analysis of QRS-T subtraction in unipolar atrial fibrillation electrograms.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-013-1071-4",26,1.500000,"Medical and Biological Engineering and Computing"
"2013","Erratum to: Analysis of QRS-T subtraction in unipolar atrial fibrillation electrograms.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-013-1080-3",26,1.500000,"Medical and Biological Engineering and Computing"
"2013","Spatial Variability of the 12-Lead Surface ECG as a Tool for Noninvasive Prediction of Catheter Ablation Outcome in Persistent Atrial Fibrillation.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2220639",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","Atrial Fibrillation Detection Using an iPhone 4S.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2012.2208112",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","Time-Varying Coherence Function for Atrial Fibrillation Detection.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2264721",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","Estimation and Prediction of Drug Therapy on the Termination of Atrial Fibrillation by Autoregressive Model With Exogenous Inputs.","IEEE J. Biomedical and Health Informatics","http://dx.doi.org/10.1109/TITB.2012.2224877",4,1.440000,"IEEE Journal of Biomedical and Health Informatics"
"2013","Automatic Detection of Atrial Fibrillation in Cardiac Vibration Signals.","IEEE J. Biomedical and Health Informatics","http://dx.doi.org/10.1109/TITB.2012.2225067",4,1.440000,"IEEE Journal of Biomedical and Health Informatics"
"2013","Personalization of Atrial Anatomy and Electrophysiology as a Basis for Clinical Modeling of Radio-Frequency Ablation of Atrial Fibrillation.","IEEE Trans. Med. Imaging","http://dx.doi.org/10.1109/TMI.2012.2201948",5,3.390000,"IEEE Transactions on Medical Imaging"
"2013","Atrial flutter and atrial tachycardia detection using Bayesian approach with high resolution time-frequency spectrum from ECG recordings.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.04.002",24,1.532000,"Biomedical Signal Processing and Control"
"2013","A new semantic mining approach for detecting ventricular tachycardia and ventricular fibrillation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2012.10.001",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Analysis of the robustness of spectral indices during ventricular fibrillation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.06.013",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Visual data mining with self-organising maps for ventricular fibrillation analysis.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2013.02.011",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2013","Algorithmic detection of the beginning and end of bipolar electrograms: Implications for novel methods to assess local activation time during atrial tachycardia.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2012.11.005",24,1.532000,"Biomedical Signal Processing and Control"
"2013","Improved Multimodality Data Fusion of Late Gadolinium Enhancement MRI to Left Ventricular Voltage Maps in Ventricular Tachycardia Ablation.","IEEE Trans. Biomed. Engineering","http://dblp.org/rec/journals/tbe/RoujolBTKCMRSJN13",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2013","Postinfarction Ventricular Tachycardia Substrate Characterization: A Comparison Between Late Enhancement Magnetic Resonance Imaging and Voltage Mapping Using an MR-Guided Electrophysiology System.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2257772",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2014","Multiclass maximum margin clustering via immune evolutionary algorithm for automatic diagnosis of electrocardiogram arrhythmias.","Applied Mathematics and Computation","http://dx.doi.org/10.1016/j.amc.2013.11.028",2,1.551000,"Applied Mathematics and Computation"
"2014","Hybrid intelligent methods for arrhythmia detection and geriatric depression diagnosis.","Appl. Soft Comput.","http://dx.doi.org/10.1016/j.asoc.2013.09.021",1,2.810000,"Applied Soft Computing"
"2014","Model interpretation of body surface potential QRST integral map variability in arrhythmia patients.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.06.016",24,1.532000,"Biomedical Signal Processing and Control"
"2014","Computer aided diagnosis of atrial arrhythmia using dimensionality reduction methods on transform domain representation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2014.04.001",24,1.532000,"Biomedical Signal Processing and Control"
"2014","Combining multiple views: Case studies on protein and arrhythmia features.","Eng. Appl. of AI","http://dx.doi.org/10.1016/j.engappai.2013.11.004",2,0.000000,"International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems (IEA/AIE)"
"2014","Control of Cardiac Arrhythmia by Nonlinear Spatiotemporal Delayed Feedback.","I. J. Bifurcation and Chaos","http://dx.doi.org/10.1142/S0218127414501405",3,1.078000,"International Journal of Bifurcation and Chaos"
"2014","A new neural network model based on the LVQ algorithm for multi-class classification of arrhythmias.","Inf. Sci.","http://dx.doi.org/10.1016/j.ins.2014.04.003",1,4.038000,"Information Sciences"
"2014","Evaluation of bagging ensemble method with time-domain feature extraction for diagnosing of arrhythmia beats.","Neural Computing and Applications","http://dx.doi.org/10.1007/s00521-012-1232-7",1,1.763000,"Neural Computing and Applications"
"2014","Detection of premature ventricular contraction arrhythmias in electrocardiogram signals with kernel methods.","Signal, Image and Video Processing","http://dx.doi.org/10.1007/s11760-012-0339-8",2,1.430000,"Signal, Image and Video Processing"
"2014","Feature elimination based random subspace ensembles learning for ECG arrhythmia diagnosis.","Soft Comput.","http://dx.doi.org/10.1007/s00500-013-1079-6",1,2.810000,"Soft Computing"
"2014","Detection of Life-Threatening Arrhythmias Using Feature Selection and Support Vector Machines.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2290800",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2014","Hybrid classification engine for cardiac arrhythmia cloud service in elderly healthcare management.","J. Vis. Lang. Comput.","http://dx.doi.org/10.1016/j.jvlc.2014.09.012",1,0.660000,"Journal of Visual Languages and Computing"
"2014","Comparative assessment of nonlinear metrics to quantify organization-related events in surface electrocardiograms of atrial fibrillation.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2014.02.010",32,1.240000,"Computers in Biology and Medicine"
"2014","Recurring patterns of atrial fibrillation in surface ECG predict restoration of sinus rhythm by catheter ablation.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2014.09.005",32,1.240000,"Computers in Biology and Medicine"
"2014","Neural network and wavelet average framing percentage energy for atrial fibrillation classification.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2013.12.002",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2014","Optimization of novel spectral estimator for fractionated electrogram analysis is helpful to discern atrial fibrillation type.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2014.06.006",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2014","Predicting termination of paroxysmal atrial fibrillation using empirical mode decomposition of the atrial activity and statistical features of the heart rate variability.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-014-1144-z",26,1.500000,"Medical and Biological Engineering and Computing"
"2014","Impact of atrial fibrillation on the cardiovascular system through a lumped-parameter approach.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-014-1192-4",26,1.500000,"Medical and Biological Engineering and Computing"
"2014","Long-term characterization of persistent atrial fibrillation: wave morphology, frequency, and irregularity analysis.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-014-1199-x",26,1.500000,"Medical and Biological Engineering and Computing"
"2014","In Silico Screening of the Key Cellular Remodeling Targets in Chronic Atrial Fibrillation.","PLoS Computational Biology","http://dx.doi.org/10.1371/journal.pcbi.1003620",5,4.620000,"PLoS Computational Biology"
"2014","Disrupted Calcium Release as a Mechanism for Atrial Alternans Associated with Human Atrial Fibrillation.","PLoS Computational Biology","http://dx.doi.org/10.1371/journal.pcbi.1004011",5,4.620000,"PLoS Computational Biology"
"2014","Iterative Method to Detect Atrial Activations and Measure Cycle Length From Electrograms During Atrial Fibrillation.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2290003",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2014","Corrections to &quot;Atrial Fibrillation Detection Using an iPhone 4S&quot;.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2014.2315855",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2014","Multi-Part Modeling and Segmentation of Left Atrium in C-Arm CT for Image-Guided Ablation of Atrial Fibrillation.","IEEE Trans. Med. Imaging","http://dx.doi.org/10.1109/TMI.2013.2284382",5,3.390000,"IEEE Transactions on Medical Imaging"
"2014","Application of machine learning techniques to analyse the effects of physical exercise in ventricular fibrillation.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2013.11.008",32,1.240000,"Computers in Biology and Medicine"
"2014","Effect of Global Cardiac Ischemia on Human Ventricular Fibrillation: Insights from a Multi-scale Mechanistic Model of the Human Heart.","PLoS Computational Biology","http://dx.doi.org/10.1371/journal.pcbi.1003891",5,4.620000,"PLoS Computational Biology"
"2014","Detection of ventricular fibrillation using Hilbert transforms, phase-space reconstruction, and time-domain analysis.","Personal and Ubiquitous Computing","http://dx.doi.org/10.1007/s00779-013-0735-2",1,1.520000,"Personal and Ubiquitous Computing"
"2014","Ventricular Fibrillation and Tachycardia Classification Using a Machine Learning Approach.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2013.2275000",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2014","Principal component analysis in high resolution electrocardiogram for risk stratification of sustained monomorphic ventricular tachycardia.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2013.10.003",24,1.532000,"Biomedical Signal Processing and Control"
"2015","Cardiac magnetic resonance image-based classification of the risk of arrhythmias in post-myocardial infarction patients.","Artificial Intelligence in Medicine","http://dx.doi.org/10.1016/j.artmed.2015.06.001",4,2.019000,"Artificial Intelligence in Medicine"
"2015","Comment on the First Symposium on Quantitative Analysis of Cardiac Arrhythmias.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2015.04.002",32,1.240000,"Computers in Biology and Medicine"
"2015","Risk Prediction of One-Year Mortality in Patients with Cardiac Arrhythmias Using Random Survival Forest.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2015/303250",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2015","A novel technique for cardiac arrhythmia classification using spectral correlation and support vector machines.","Expert Syst. Appl.","http://dx.doi.org/10.1016/j.eswa.2015.06.046",17,2.240000,"Expert Systems with Applications"
"2015","Heart arrhythmia classification using the prediction by partial matching algorithm.","IJCAT","http://dx.doi.org/10.1504/IJCAT.2015.073595",1,0.000000,"International Journal of Computer Applications in Technology (IJCAT)"
"2015","Hybrid Bijective soft set - Neural network for ECG arrhythmia classification.","Int. J. Hybrid Intell. Syst.","http://dx.doi.org/10.3233/HIS-150209",1,0.000000,"International Journal of Hybrid Intelligent Systems"
"2015","Cognitive amalgam with a distributed fuzzy case-based reasoning system for an accurate cardiac arrhythmias diagnosis.","IJICT","http://dx.doi.org/10.1504/IJICT.2015.070297",1,0.000000,"International Journal of Information and Communication Technology (IJICT)"
"2015","An Injectable 64 nW ECG Mixed-Signal SoC in 65 nm for Arrhythmia Monitoring.","J. Solid-State Circuits","http://dx.doi.org/10.1109/JSSC.2014.2364036",1,3.009000,"IEEE Journal of Solid-State Circuits"
"2015","ARM-based arrhythmia beat monitoring system.","Microprocessors and Microsystems - Embedded Hardware Design","http://dx.doi.org/10.1016/j.micpro.2015.07.013",1,0.430000,"Microprocessors and Microsystems - Embedded Hardware Design"
"2015","Arrhythmia Discrimination Using a Smart Phone.","IEEE J. Biomedical and Health Informatics","http://dx.doi.org/10.1109/JBHI.2015.2418195",4,1.440000,"IEEE Journal of Biomedical and Health Informatics"
"2015","Symmetrical Compression Distance for Arrhythmia Discrimination in Cloud-Based Big-Data Services.","IEEE J. Biomedical and Health Informatics","http://dx.doi.org/10.1109/JBHI.2015.2412175",4,1.440000,"IEEE Journal of Biomedical and Health Informatics"
"2015","Rate-independent detection of atrial fibrillation by statistical modeling of atrial activity.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2015.01.007",24,1.532000,"Biomedical Signal Processing and Control"
"2015","Automatic detection of atrial fibrillation using stationary wavelet transform and support vector machine.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2015.03.005",32,1.240000,"Computers in Biology and Medicine"
"2015","Low-complexity detection of atrial fibrillation in continuous long-term monitoring.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2015.01.019",32,1.240000,"Computers in Biology and Medicine"
"2015","Searching for &quot;order&quot; in atrial fibrillation using electrogram morphology recurrence plots.","Comp. in Bio. and Med.","http://dx.doi.org/10.1016/j.compbiomed.2015.07.018",32,1.240000,"Computers in Biology and Medicine"
"2015","Developing a New Computer-Aided Clinical Decision Support System for Prediction of Successful Postcardioversion Patients with Persistent Atrial Fibrillation.","Comp. Math. Methods in Medicine","http://dx.doi.org/10.1155/2015/527815",6,0.766000,"Computational and Mathematical Methods in Medicine"
"2015","Role of the P-wave high frequency energy and duration as noninvasive cardiovascular predictors of paroxysmal atrial fibrillation.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2015.01.006",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2015","A framework for the atrial fibrillation prediction in electrophysiological studies.","Computer Methods and Programs in Biomedicine","http://dx.doi.org/10.1016/j.cmpb.2015.04.001",9,1.897000,"Computer Methods and Programs in Biomedicine"
"2015","Wavelet Entropy Automatically Detects Episodes of Atrial Fibrillation from Single-Lead Electrocardiograms.","Entropy","http://dx.doi.org/10.3390/e17096179",2,1.502000,"Entropy"
"2015","Wavelet Entropy as a Measure of Ventricular Beat Suppression from the Electrocardiogram in Atrial Fibrillation.","Entropy","http://dx.doi.org/10.3390/e17096397",2,1.502000,"Entropy"
"2015","Blind analysis of atrial fibrillation electrograms: A sparsity-aware formulation.","Integrated Computer-Aided Engineering","http://dx.doi.org/10.3233/ICA-140471",1,4.698000,"Integrated Computer-Aided Engineering"
"2015","Application of the RIMARC algorithm to a large data set of action potentials and clinical parameters for risk prediction of atrial fibrillation.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-014-1232-0",26,1.500000,"Medical and Biological Engineering and Computing"
"2015","Detection of occult paroxysmal atrial fibrillation.","Med. Biol. Engineering and Computing","http://dx.doi.org/10.1007/s11517-014-1234-y",26,1.500000,"Medical and Biological Engineering and Computing"
"2015","A 290 mV Sub-V𝕋 ASIC for Real-Time Atrial Fibrillation Detection.","IEEE Trans. Biomed. Circuits and Systems","http://dx.doi.org/10.1109/TBCAS.2014.2354054",1,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2015","Fibrillation Number Based on Wavelength and Critical Mass in Patients Who Underwent Radiofrequency Catheter Ablation for Atrial Fibrillation.","IEEE Trans. Biomed. Engineering","http://dx.doi.org/10.1109/TBME.2014.2363669",52,2.347000,"IEEE Transactions on Biomedical Engineering"
"2015","Analysis of electrocardiogram pre-shock waveforms during ventricular fibrillation.","Biomed. Signal Proc. and Control","http://dx.doi.org/10.1016/j.bspc.2015.05.003",24,1.532000,"Biomedical Signal Processing and Control"
