"year","title","venue","url","freq","IF","name"
"2013","A point-correspondence approach to describing the distribution of image features on anatomical surfaces, with application to atrial fibrillation.","ISBI","http://dx.doi.org/10.1109/ISBI.2013.6556453",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
"2013","Early Experiences from a Guideline-based Computerized Clinical Decision Support for Stroke Prevention in Atrial Fibrillation.","MedInfo","http://dx.doi.org/10.3233/978-1-61499-289-9-244",1,0.000000,"World Congress on Medical and Health (Medical) Informatics (MedInfo)"
"2013","Toward Modeling of Radio-frequency Ablation Lesions for Image-guided Left Atrial Fibrillation Therapy: Model Formulation and Preliminary Evaluation.","MMVR","http://dx.doi.org/10.3233/978-1-61499-209-7-261",1,0.000000,"Medicine Meets Virtual Reality (MMVR)"
"2013","A 20µW intra-cardiac signal-processing IC with 82dB bio-impedance measurement dynamic range and analog feature extraction for ventricular fibrillation detection.","ISSCC","http://dx.doi.org/10.1109/ISSCC.2013.6487745",1,0.000000,"IEEE International Solid-State Circuits Conference (ISSCC)"
"2013","Classification of Atrio-Ventricular Reentrant Tachycardia using intracardiac signals.","BIBE","http://dx.doi.org/10.1109/BIBE.2013.6701538",2,0.000000,"IEEE International Conference on Bioinformatics and Bioengineering (BIBE)"
"2013","A Framework for the Pre-clinical Validation of LBM-EP for the Planning and Guidance of Ventricular Tachycardia Ablation.","STACOM","http://dx.doi.org/10.1007/978-3-642-54268-8_30",2,0.000000,""
"2014","Intelligent Electrocardiogram Monitoring System for Early Arrhythmia Detection.","AINA","http://dx.doi.org/10.1109/AINA.2014.134",1,0.000000,"International Conference on Advanced Information Networking and Applications (AINA)"
"2014","Novel Bayesian classifier discriminant function optimization strategies for arrhythmia classification.","BHI","http://dx.doi.org/10.1109/BHI.2014.6864458",2,0.000000,"International Conference on Biomedical and Health Informatics (BHI)"
"2014","Using independent component analysis to obtain feature space for reliable ECG Arrhythmia classification.","BIBM","http://dx.doi.org/10.1109/BIBM.2014.6999249",4,0.000000,"IEEE International Conference on Bioinformatics and Biomedicine (BIBM)"
"2014","Entropy-Based Data Mining on the Example of Cardiac Arrhythmia Suppression.","Brain Informatics and Health","http://dx.doi.org/10.1007/978-3-319-09891-3_52",1,0.000000,"Brain Informatics and Health (BIH)"
"2014","Hybrid Classification Engine for Cardiac Arrhythmia Cloud Service in Elderly Healthcare Management.","DMS","http://dblp.org/rec/conf/dms/0002CLCK14",1,0.000000,"Data Management for Sensor Networks (DMSN)"
"2014","Individualized arrhythmia detection with ECG signals from wearable devices.","DSAA","http://dx.doi.org/10.1109/DSAA.2014.7058128",1,0.000000,"International Conference on Data Science and Advanced Analytics (DSAA)"
"2014","Comparison of Feature Reduction Methods in the Task of Arrhythmia Classification.","IBICA","http://dx.doi.org/10.1007/978-3-319-08156-4_37",1,0.000000,"International Conference on Innovations in Bio-inspired Computing and Applications (IBICA)"
"2014","FPGA-in-the-loop co-simulation of reentrant arrhythmia mechanism in one dimensional (1D) ring-shaped based on FitzHugh-Nagumo model.","ICCSCE","http://dx.doi.org/10.1109/ICCSCE.2014.7072732",1,0.000000,"IEEE International Conference on Control System, Computing and Engineering (ICCSCE)"
"2014","Design of an Optimal Modular LVQ Network for Classification of Arrhythmias Based on a Variable Training-Test Datasets Strategy.","IEEE Conf. on Intelligent Systems","http://dx.doi.org/10.1007/978-3-319-11310-4_32",1,0.000000,"IEEE International Conference on Intelligent Systems (IS)"
"2014","Cardiac Arrhythmia Classification Using a combination of Quadratic Spline-Based Wavelet Transform and Artificial Neural Classification Network.","IWBBIO","http://dblp.org/rec/conf/iwbbio/GnecchiMAERD14",2,0.000000,"International Work-Conference on Bioinformatics and Biomedical Engineering (IWBBIO)"
"2014","Noninvasive Electrocardiographic Imaging of Cardiac Arrhythmias: Enhance the Diagnosis of Bundle Branch Block.","CLIP@MICCAI","http://dx.doi.org/10.1007/978-3-319-13909-8_9",1,0.000000,""
"2014","A method for time-domain analysis of respiratory sinus arrhythmia.","MIPRO","http://dx.doi.org/10.1109/MIPRO.2014.6859561",2,0.000000,"International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"
"2014","A Neuro-Genetic System for Cardiac Arrhythmia Classification.","MLDM","http://dx.doi.org/10.1007/978-3-319-08979-9_26",1,0.000000,"Transactions on Machine Learning and Data Mining"
"2014","Cardiac arrhythmia analysis using Hidden Markov Model and murmur diagnosis.","SIU","http://dx.doi.org/10.1109/SIU.2014.6830658",3,0.000000,"Studia Informatica Universalis"
"2014","Cardiac arrhythmia visualization in a virtual heart for electrophysiology education.","SummerSim","http://dblp.org/rec/conf/summersim/XingRBO14",1,0.000000,"Summer Simulation Multiconference (SummerSim)"
"2014","Computer Simulation of Cathode Ablation for Atrial Fibrillation.","CIT","http://dx.doi.org/10.1109/CIT.2014.37",1,0.000000,"Journal of Computing and Information Technology"
"2014","Predicting Postoperative Atrial Fibrillation from Independent ECG Components.","AAAI","http://dblp.org/rec/conf/aaai/ChiaBKSS14",1,0.000000,"AAAI Workshops"
"2014","Classification of atrial fibrillation episodes using short ECG segments.","BHI","http://dx.doi.org/10.1109/BHI.2014.6864428",2,0.000000,"International Conference on Biomedical and Health Informatics (BHI)"
"2014","Task-space motion planning of MRI-actuated catheters for catheter ablation of atrial fibrillation.","IROS","http://dx.doi.org/10.1109/IROS.2014.6943047",1,0.000000,"IEEE/RJS International Conference on Intelligent RObots and Systems (IROS)"
"2014","Statistical Model of Paroxysmal Atrial Fibrillation Catheter Ablation Targets for Pulmonary Vein Isolation.","STACOM","http://dx.doi.org/10.1007/978-3-319-14678-2_23",2,0.000000,""
"2014","Enhanced time-domain detection of the activation frequency of atrial fibrillation.","SACI","http://dx.doi.org/10.1109/SACI.2014.6840091",1,0.000000,"International Symposium on Applied Computational Intelligence and Informatics (SACI)"
"2014","Classification of paroxysmal atrial fibrillation patients with SD1, SD2 and CCM features.","SIU","http://dx.doi.org/10.1109/SIU.2014.6830224",3,0.000000,"Studia Informatica Universalis"
"2014","Ventricular Fibrillation Detection by an Improved Time Domain Algorithm Combined with SVM.","ICMB","http://dx.doi.org/10.1109/ICMB.2014.39",2,0.000000,"International Conference on Mobile Business (ICMB)"
"2014","ECG-based prediction of ventricular fibrillation by means of the PCA.","MeMeA","http://dx.doi.org/10.1109/MeMeA.2014.6860142",1,0.000000,"IEEE International Symposium on Medical Measurements and Applications (MeMeA)"
"2014","Classification of Ventricular Tachycardia and Fibrillation Based on the Lempel-Ziv Complexity and EMD.","ICIC","http://dx.doi.org/10.1007/978-3-319-09330-7_39",3,0.000000,"International Conference on Intelligent Computing (ICIC)"
"2015","Arrhythmia classification using nearest neighbor search with principal component analysis.","BCB","http://dblp.org/rec/conf/bcb/SunPK15",2,0.000000,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine (BCB)"
"2015","False alarm suppression in early prediction of cardiac arrhythmia.","BIBE","http://dx.doi.org/10.1109/BIBE.2015.7367628",2,0.000000,"IEEE International Conference on Bioinformatics and Bioengineering (BIBE)"
"2015","Heartbeat classification for detecting arrhythmia using normalized beat morphology features.","BIBM","http://dx.doi.org/10.1109/BIBM.2015.7359947",4,0.000000,"IEEE International Conference on Bioinformatics and Biomedicine (BIBM)"
"2015","Arrhythmia classification using RR intervals: Improvement with sinusoidal regression feature.","BSN","http://dx.doi.org/10.1109/BSN.2015.7299371",3,0.000000,"International Conference on Wearable and Implantable Body Sensor Networks (BSN)"
"2015","Arrhythmia detection using amplitude difference features based on random forest.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319561",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Arrhythmia classification based on novel distance series transform of phase space trajectories.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319562",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Image features of spectral correlation function for arrhythmia classification.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319563",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Automatic cardiac arrhythmia detection and classification using vectorcardiograms and complex networks.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319564",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Distribution Entropy (DistEn): A complexity measure to detect arrhythmia from short length RR interval time series.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319565",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Discriminative sparse coding of ECG during ventricular arrhythmias using LC-K-SVD approach.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319566",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Method for classifying cardiac arrhythmias using photoplethysmography.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319899",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Heart rate measurement system using mobile devices to alert arrhythmias.","CCE","http://dx.doi.org/10.1109/ICEEE.2015.7357992",1,0.000000,"Computers & Chemical Engineering"
"2015","Arrhythmia Classification Using Biosignal Analysis and Machine Learning Techniques.","ICSH","http://dx.doi.org/10.1007/978-3-319-29175-8_13",1,0.000000,"International Conference on Smart Health (ICSH)"
"2015","Fuzzy Partition Rules for Heart Arrhythmia Detection.","INCoS","http://dx.doi.org/10.1109/INCoS.2015.50",1,0.000000,"INCOSE Italia Conference on Systems Engineering (CIISE)"
"2015","Artificial Metaplasticity: Application to MIT-BIH Arrhythmias Database.","IWINAC","http://dx.doi.org/10.1007/978-3-319-18914-7_14",2,0.000000,"International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC)"
"2015","Template based classification of cardiac Arrhythmia in ECG data.","ReTIS","http://dx.doi.org/10.1109/ReTIS.2015.7232901",1,0.000000,"International Conference on Recent Trends in Information Systems (ReTIS)"
"2015","Spectral and Time Domain Parameters for The Classification of Atrial Fibrillation.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/BatistaF15",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2015","Graph search based detection of periodic activations in complex periodic signals: Application in atrial fibrillation electrograms.","CCECE","http://dx.doi.org/10.1109/CCECE.2015.7129306",3,0.000000,"Canadian Conference on Electrical and Computer Engineering (CCECE)"
"2015","Activation detection of intracardiac electrogram during atrial fibrillation based on the variance equality test.","CCECE","http://dx.doi.org/10.1109/CCECE.2015.7129308",3,0.000000,"Canadian Conference on Electrical and Computer Engineering (CCECE)"
"2015","Localization of the ectopic spiral electrical source using intracardiac electrograms during atrial fibrillation.","CCECE","http://dx.doi.org/10.1109/CCECE.2015.7129309",3,0.000000,"Canadian Conference on Electrical and Computer Engineering (CCECE)"
"2015","Empirical mode decomposition of multiple ECG leads for catheter ablation long-term outcome prediction in persistent atrial fibrillation.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7318311",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Atrial sources identification by causality analysis during atrial fibrillation.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319217",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Computationally efficient method for localizing the spiral rotor source using synthetic intracardiac electrograms during atrial fibrillation.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319390",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Feasibility of visualizing higher regions of Shannon entropy in atrial fibrillation patients.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319394",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Far-field effect in unipolar electrograms revisited: High-density mapping of atrial fibrillation in humans.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7319681",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Atrial signal extraction in atrial fibrillation electrocardiograms using a tensor decomposition approach.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7320000",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Analysis of the electrical patterns and structural remodeling in atrial fibrillation.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7320012",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Recurrence quantification analysis applied to spatiotemporal pattern analysis in high-density mapping of human atrial fibrillation.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7320177",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","A tensor decomposition approach to noninvasive atrial activity extraction in atrial fibrillation ECG.","EUSIPCO","http://dx.doi.org/10.1109/EUSIPCO.2015.7362850",5,0.000000,"European Signal Processing Conference (EUSIPCO)"
"2015","Empirical mode decomposition for noninvasive atrial fibrillation dominant frequency estimation.","EUSIPCO","http://dx.doi.org/10.1109/EUSIPCO.2015.7362851",5,0.000000,"European Signal Processing Conference (EUSIPCO)"
"2015","A Mobile Health System to Identify the Onset of Paroxysmal Atrial Fibrillation.","ICHI","http://dx.doi.org/10.1109/ICHI.2015.29",1,0.000000,"International Cultural Heritage Informatics Meeting (ICHIM)"
"2015","Analysis of Statistical Methods for Automatic Detection of Congestive Heart Failure and Atrial Fibrillation with Short RR Interval Time Series.","IMIS","http://dx.doi.org/10.1109/IMIS.2015.88",1,0.000000,"International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS)"
"2015","Towards optical monitoring of radiofrequency ablation extent for atrial fibrillation.","ISBI","http://dx.doi.org/10.1109/ISBI.2015.7163981",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
"2015","A 400 mV atrial fibrillation detector with 0.56 pJ/operation in 65nm CMOS.","ISCAS","http://dx.doi.org/10.1109/ISCAS.2015.7169225",1,0.000000,"IEEE International Symposium on Circuits and Systems (ISCAS)"
"2015","Entropy Analysis of Atrial Activity Morphology to Study Atrial Fibrillation Recurrences after Ablation Procedure.","IWBBIO","http://dx.doi.org/10.1007/978-3-319-16483-0_14",2,0.000000,"International Work-Conference on Bioinformatics and Biomedical Engineering (IWBBIO)"
"2015","Evaluation of compliance with recommendations of prevention of thromboembolism in atrial fibrillation in the elderly, by data reuse of electronic health records.","MIE","http://dx.doi.org/10.3233/978-1-61499-512-8-394",2,0.000000,"Medical Informatics Europe (MIE)"
"2015","Preliminary study on detection of atrial fibrillation during oscillometric blood pressure measurement.","MIPRO","http://dx.doi.org/10.1109/MIPRO.2015.7160453",2,0.000000,"International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"
"2015","Structured prediction for differentiating between normal rhythms, ventricular tachycardia, and ventricular fibrillation in the ECG.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7318362",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Wrong detection of ventricular fibrillation in an implantable cardioverter defibrillator caused by the movement near the MRI scanner bore.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7320053",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Transthoracic ventricular fibrillation charge thresholds.","EMBC","http://dx.doi.org/10.1109/EMBC.2015.7320055",19,0.000000,"Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)"
"2015","Classifying tachycardias via high dimensional linear discriminant function and perceptron with mult-piece domain activation function.","INDIN","http://dx.doi.org/10.1109/INDIN.2015.7281951",1,0.000000,"International Conference on Industrial Informatics (INDIN)"
"2015","Traversed Graph Representation for Sparse Encoding of Macro-Reentrant Tachycardia.","STACOM@MICCAI","http://dx.doi.org/10.1007/978-3-319-28712-6_5",1,0.000000,""
