"year","venue","title","url","freq","IF","name"
"2009","Applied Mathematics and Computation","A patient adaptable ECG beat classifier based on neural networks.","http://dblp.org/rec/journals/amc/GaetanoPRRS09",4,1.551000,"Applied Mathematics and Computation"
"2009","Artificial Intelligence in Medicine","Noise-tolerant electrocardiogram beat classification based on higher order statistics of subband components.","http://dblp.org/rec/journals/artmed/YuC09",9,0.000000,"Conference on Artificial Intelligence in Medicine in Europe (AIME)"
"2009","Biomed. Signal Proc. and Control","Methods of weighted averaging of ECG signals using Bayesian inference and criterion function minimization.","http://dblp.org/rec/journals/bspc/Momot09",65,1.532000,"Biomedical Signal Processing and Control"
"2009","Computational Biology and Chemistry","Implications of the Turing completeness of reaction-diffusion models, informed by GPGPU simulations on an XBox 360: Cardiac arrhythmias, re-entry and the Halting problem.","http://dblp.org/rec/journals/candc/Scarle09",1,1.117000,"Computational Biology and Chemistry"
"2009","Comp. in Bio. and Med.","Short- versus long-term ECG recordings for the assessment of non-linear heart rate variability parameters after beating heart myocardial revascularization.","http://dblp.org/rec/journals/cbm/KselaKAVSSSG09",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2009","Comp. in Bio. and Med.","Automated recognition of patients with obstructive sleep apnoea using wavelet-based features of electrocardiogram recordings.","http://dblp.org/rec/journals/cbm/KhandokerKP09",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2009","Comp. in Bio. and Med.","A computer based wireless system for online acquisition, monitoring and digital processing of ECG waveforms.","http://dblp.org/rec/journals/cbm/BansalKS09",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2009","Comp. in Bio. and Med.","Surface ECG organization analysis to predict paroxysmal atrial fibrillation termination.","http://dblp.org/rec/journals/cbm/AlcarazR09",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2009","Computer Methods and Programs in Biomedicine","Application of support vector machine for the detection of P- and T-waves in 12-lead electrocardiogram.","http://dblp.org/rec/journals/cmpb/MehtaL09",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2009","Computer Methods and Programs in Biomedicine","Adaptive neuro-fuzzy inference system for classification of ECG signals using Lyapunov exponents.","http://dblp.org/rec/journals/cmpb/Ubeyli09",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2009","Computer Methods and Programs in Biomedicine","A linear quality control design for high efficient wavelet-based ECG data compression.","http://dblp.org/rec/journals/cmpb/HungTKW09",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2009","Computer Methods and Programs in Biomedicine","Estimating the measuring sensitivity of unipolar and bipolar ECG with lead field method and FDM models.","http://dblp.org/rec/journals/cmpb/PuurtinenVTMH09",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2009","Digital Signal Processing","Combining recurrent neural networks with eigenvector methods for classification of ECG beats.","http://dblp.org/rec/journals/dsp/Ubeyli09b",22,1.256000,"Digital Signal Processing"
"2009","EURASIP J. Adv. Sig. Proc.","A Sequential Procedure for Individual Identity Verification Using ECG.","http://dblp.org/rec/journals/ejasp/IrvineI09",24,0.808000,"EURASIP Journal on Advances in Signal Processing"
"2009","Expert Systems","Feasibility of probabilistic neural networks, Kohonen self-organizing maps and fuzzy clustering for source localization of ventricular focal arrhythmias from intravenous catheter measurements.","http://dblp.org/rec/journals/es/SunayCY09",7,2.377000,"IEEE Intelligent Systems"
"2009","Expert Systems","Detection and delineation of P and T waves in 12-lead electrocardiograms.","http://dblp.org/rec/journals/es/MehtaLS09",7,2.377000,"IEEE Intelligent Systems"
"2009","Expert Syst. Appl.","Identification of QRS complexes in 12-lead electrocardiogram.","http://dblp.org/rec/journals/eswa/MehtaL09",41,2.377000,"IEEE Intelligent Systems"
"2009","Expert Syst. Appl.","Selection of significant independent components for ECG beat classification.","http://dblp.org/rec/journals/eswa/YuC09",41,2.377000,"IEEE Intelligent Systems"
"2009","Expert Syst. Appl.","Statistics over features of ECG signals.","http://dblp.org/rec/journals/eswa/Ubeyli09a",41,2.377000,"IEEE Intelligent Systems"
"2009","IEICE Electronic Express","Intelligent sensor node based a low power ECG monitoring system.","http://dblp.org/rec/journals/ieiceee/ZengLCL09",3,0.000000,"IEICE Electronic Express"
"2009","I. J. Bifurcation and Chaos","On Two-Dimensional Dynamical Systems Associated with Membrane kinetics Underlying Cardiac Arrhythmias.","http://dblp.org/rec/journals/ijbc/BakerKKP09",3,1.078000,"International Journal of Bifurcation and Chaos"
"2009","International Journal of Computational Intelligence and Applications","Artificial Intelligence Methods in Electrocardiogram and Electroencephalogram Data Clustering.","http://dblp.org/rec/journals/ijcia/BursaL09",3,0.000000,"International Journal of Computational Intelligence and Applications"
"2009","I. J. Medical Informatics","Identifying QT prolongation from ECG impressions using a general-purpose Natural Language Processor.","http://dblp.org/rec/journals/ijmi/DennyMWAP09",2,0.000000,"International Journal of Medical Engineering and Informatics (IJMEI)"
"2009","IJWMIP","Discrete Wavelet Transform Applied on Personal Identity Verification with ECG Signal.","http://dblp.org/rec/journals/ijwmip/ChiuCH09",4,0.000000,"International Journal of Wavelets, Multiresolution and Information Processing (IJWMIP)"
"2009","Journal of Circuits, Systems, and Computers","Design of a VLSI Hamming Neural Network for Arrhythmia Classification.","http://dblp.org/rec/journals/jcsc/GhanavtiS09",2,0.000000,"Journal of Circuits, Systems, and Computers"
"2009","J. Electrical and Computer Engineering","Using Multiscale Product for ECG Characterization.","http://dblp.org/rec/journals/jece/BesrourLE09",2,0.333000,"Journal of Electrical and Computer Engineering"
"2009","J. Medical Systems","A New Feature Detection Mechanism and Its Application in Secured ECG Transmission with Noise Masking.","http://dblp.org/rec/journals/jms/SufiK09",37,0.000000,"Journal of Medical Systems"
"2009","J. Medical Systems","Embedding and Retrieving Private Metadata in Electrocardiograms.","http://dblp.org/rec/journals/jms/KozatVLHY09",37,0.000000,"Journal of Medical Systems"
"2009","J. Medical Systems","Non-constrained Blood Pressure Monitoring Using ECG and PPG for Personal Healthcare.","http://dblp.org/rec/journals/jms/YoonCY09",37,0.000000,"Journal of Medical Systems"
"2009","Med. Biol. Engineering and Computing","Application of the fastest route algorithm in the interactive simulation of the effect of local ischemia on the ECG.","http://dblp.org/rec/journals/mbec/DamOO09",33,1.500000,"Medical and Biological Engineering and Computing"
"2009","Med. Biol. Engineering and Computing","Guidance for catheter ablation of ventricular arrhythmia.","http://dblp.org/rec/journals/mbec/PotseE09",33,1.500000,"Medical and Biological Engineering and Computing"
"2009","Med. Biol. Engineering and Computing","Early afterdepolarisations and ventricular arrhythmias in cardiac tissue: a computational study.","http://dblp.org/rec/journals/mbec/ScarleC09",33,1.500000,"Medical and Biological Engineering and Computing"
"2009","Med. Biol. Engineering and Computing","Cardiac anisotropy in boundary-element models for the electrocardiogram.","http://dblp.org/rec/journals/mbec/PotseDV09",33,1.500000,"Medical and Biological Engineering and Computing"
"2009","Neural Computing and Applications","A comparative analysis of principal component and independent component techniques for electrocardiograms.","http://dblp.org/rec/journals/nca/Chawla09",9,1.763000,"Neural Computing and Applications"
"2009","Neural Computing and Applications","Detecting variabilities of ECG signals by Lyapunov exponents.","http://dblp.org/rec/journals/nca/Ubeyli09",9,1.763000,"Neural Computing and Applications"
"2009","Neural Computing and Applications","Kernel-based nonlinear dimensionality reduction for electrocardiogram recognition.","http://dblp.org/rec/journals/nca/LiSH09",9,1.763000,"Neural Computing and Applications"
"2009","Pattern Recognition","Human identification by quantifying similarity and dissimilarity in electrocardiogram phase space.","http://dblp.org/rec/journals/pr/FangC09",3,0.000000,"German Conference on Pattern Recognition (GCPR)"
"2009","Pattern Recognition","Invariant trajectory classification of dynamical systems with a case study on ECG.","http://dblp.org/rec/journals/pr/NoponenKS09",3,0.000000,"German Conference on Pattern Recognition (GCPR)"
"2009","Pattern Recognition","A two-stage mechanism for registration and classification of ECG using Gaussian mixture model.","http://dblp.org/rec/journals/pr/MartisCR09",3,0.000000,"German Conference on Pattern Recognition (GCPR)"
"2009","Signal, Image and Video Processing","ECG biometric analysis in cardiac irregularity conditions.","http://dblp.org/rec/journals/sivp/AgrafiotiH09",9,0.000000,"Signal, Image and Video Processing"
"2009","IEEE Trans. Biomed. Circuits and Systems","Systematic Design and Modeling of a OTA-C Filter for Portable ECG Detection.","http://dblp.org/rec/journals/tbcas/LeeC09",20,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2009","IEEE Trans. Biomed. Circuits and Systems","Sleep and Wake Classification With ECG and Respiratory Effort Signals.","http://dblp.org/rec/journals/tbcas/KarlenMF09",20,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2009","IEEE Trans. Biomed. Circuits and Systems","QRS Detection Based on Multiscale Mathematical Morphology for Wearable ECG Devices in Body Area Networks.","http://dblp.org/rec/journals/tbcas/ZhangL09",20,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2009","IEEE Trans. Biomed. Circuits and Systems","A Micropower Electrocardiogram Amplifier.","http://dblp.org/rec/journals/tbcas/FayMS09",20,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2009","IEEE Trans. Biomed. Engineering","CPR Artifact Removal in Ventricular Fibrillation ECG Signals Using Gabor Multipliers.","http://dblp.org/rec/journals/tbe/WertherKKBFGA09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","On ECG Signal Compression With 1-D Multiscale Recurrent Patterns Allied to Preprocessing Techniques.","http://dblp.org/rec/journals/tbe/FilhoRSCFS09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Improved Event Interval Reconstruction in Synthetic Electrocardiograms.","http://dblp.org/rec/journals/tbe/PotterK09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","2-D Compression of ECG Signals Using ROI Mask and Conditional Entropy Coding.","http://dblp.org/rec/journals/tbe/HuangWC09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","A Generic and Robust System for Automated Patient-Specific Classification of ECG Signals.","http://dblp.org/rec/journals/tbe/InceKG09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Solving the ECG Forward Problem by Means of Standard h- and h-Hierarchical Adaptive Linear Boundary Element Method: Comparison With Two Refinement Schemes.","http://dblp.org/rec/journals/tbe/ShouXJWLC09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Assessment of Autonomic Control and Respiratory Sinus Arrhythmia Using Point Process Models of Human Heart Beat Dynamics.","http://dblp.org/rec/journals/tbe/ChenBB09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Multilead Analysis of T-Wave Alternans in the ECG Using Principal Component Analysis.","http://dblp.org/rec/journals/tbe/MonasterioLM09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Multilead ECG Delineation Using Spatially Projected Leads From Wavelet Transform Loops.","http://dblp.org/rec/journals/tbe/AlmeidaMRL09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","The Effect of ECG Interference on Pattern-Recognition-Based Myoelectric Control for Targeted Muscle Reinnervated Patients.","http://dblp.org/rec/journals/tbe/HargroveZEK09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Trans. Biomed. Engineering","Sleep Apnea Screening by Autoregressive Models From a Single ECG Lead.","http://dblp.org/rec/journals/tbe/MendezBMCP09",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2009","IEEE Transactions on Information Technology in Biomedicine","Support Vector Machines for Automated Recognition of Obstructive Sleep Apnea Syndrome From ECG Recordings.","http://dblp.org/rec/journals/titb/KhandokerPK09",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2009","IEEE Transactions on Information Technology in Biomedicine","Automatic Detection of Respiration Rate From Ambulatory Single-Lead ECG.","http://dblp.org/rec/journals/titb/BoyleBSK09",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2009","IEEE Transactions on Information Technology in Biomedicine","A Wearable ECG Acquisition System With Compact Planar-Fashionable Circuit Board-Based Shirt.","http://dblp.org/rec/journals/titb/YooYLKY09",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2009","IEEE Transactions on Information Technology in Biomedicine","Automated Scoring of Obstructive Sleep Apnea and Hypopnea Events Using Short-Term Electrocardiogram Recordings.","http://dblp.org/rec/journals/titb/KhandokerGP09",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2009","Wireless Sensor Network","Real-Time Automatic ECG Diagnosis Method Dedicated to Pervasive Cardiac Care.","http://dblp.org/rec/journals/wsn/ZhouHZ09",1,0.000000,"IFIP International Conference on Personal Wireless Communications (PWC)"
"2010","Biomed. Signal Proc. and Control","Local fractal dimension based ECG arrhythmia classification.","http://dblp.org/rec/journals/bspc/MishraR10",65,1.532000,"Biomedical Signal Processing and Control"
"2010","Digital Signal Processing","A new method for classification of ECG arrhythmias using neural network with adaptive activation function.","http://dblp.org/rec/journals/dsp/OzbayT10",22,1.256000,"Digital Signal Processing"
"2010","Expert Systems","A fast expert system for electrocardiogram arrhythmia detection.","http://dblp.org/rec/journals/es/MahmoodabadiAABA10",7,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","A qualitative comparison of Artificial Neural Networks and Support Vector Machines in ECG arrhythmias classification.","http://dblp.org/rec/journals/eswa/MoavenianK10",41,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","A comparative study of DWT, CWT and DCT transformations in ECG arrhythmias classification.","http://dblp.org/rec/journals/eswa/KhorramiM10",41,2.377000,"IEEE Intelligent Systems"
"2010","IJHISI","Random Forest Classifier Based ECG Arrhythmia Classification.","http://dblp.org/rec/journals/ijhisi/VimalS10",3,0.000000,"International Journal of Healthcare Information Systems and Informatics (IJHISI)"
"2010","IEEE Trans. Biomed. Engineering","Principal Component Analysis as a Tool for Analyzing Beat-to-Beat Changes in ECG Features: Application to ECG-Derived Respiration.","http://dblp.org/rec/journals/tbe/LangleyBM10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Transactions on Information Technology in Biomedicine","ECG signal compression and classification algorithm with quad level vector for ECG holter system.","http://dblp.org/rec/journals/titb/KimYMHY10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","A novel neural-network model for deriving standard 12-lead ECGs from serial three-lead ECGs: application to self-care.","http://dblp.org/rec/journals/titb/AtouiFR10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","Bio-Algorithms and Med-Systems","ECG by computer - registration and initial analysis of bioelectric potentials.","http://dblp.org/rec/journals/bams/LudzikM10",3,0.000000,"Bio-Algorithms and Med-Systems"
"2010","Biomed. Signal Proc. and Control","A review on sample entropy applications for the non-invasive analysis of atrial fibrillation electrocardiograms.","http://dblp.org/rec/journals/bspc/AlcarazR10",65,1.532000,"Biomedical Signal Processing and Control"
"2010","Biomed. Signal Proc. and Control","Self-adaptive model-based ECG denoising using features extracted by mean shift algorithm.","http://dblp.org/rec/journals/bspc/YanLLWX10",65,1.532000,"Biomedical Signal Processing and Control"
"2010","Biomed. Signal Proc. and Control","ECG signal denoising using higher order statistics in Wavelet subbands.","http://dblp.org/rec/journals/bspc/SharmaDM10",65,1.532000,"Biomedical Signal Processing and Control"
"2010","Biomed. Signal Proc. and Control","Classification of electrocardiogram signals with support vector machines and genetic algorithms using power spectral features.","http://dblp.org/rec/journals/bspc/KhazaeeE10",65,1.532000,"Biomedical Signal Processing and Control"
"2010","Computer Methods and Programs in Biomedicine","Automatic segmentation of long-term ECG signals corrupted with broadband noise based on sample entropy.","http://dblp.org/rec/journals/cmpb/MicoMCA10",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2010","Computer Methods and Programs in Biomedicine","A novel method for pediatric heart sound segmentation without using the ECG.","http://dblp.org/rec/journals/cmpb/SepehriGDKK10",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2010","Computer Methods and Programs in Biomedicine","Classification of the electrocardiogram signals using supervised classifiers and efficient features.","http://dblp.org/rec/journals/cmpb/ZadehKR10",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2010","Computer Methods and Programs in Biomedicine","Parallelized computation for computer simulation of electrocardiograms using personal computers with multi-core CPU and general-purpose GPU.","http://dblp.org/rec/journals/cmpb/ShenWXZY10",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2010","Computer Communications","ECGK: An efficient clustering scheme for group key management in MANETs.","http://dblp.org/rec/journals/comcom/DriraSK10",1,0.000000,"Conference on Computer and Communications Security (CCS)"
"2010","Digital Signal Processing","FPGA-oriented HW/SW implementation of ECG beat detection and classification algorithm.","http://dblp.org/rec/journals/dsp/CviklZ10",22,1.256000,"Digital Signal Processing"
"2010","Digital Signal Processing","Analysis of human PPG, ECG and EEG signals by eigenvector methods.","http://dblp.org/rec/journals/dsp/UbeyliCC10",22,1.256000,"Digital Signal Processing"
"2010","Digital Signal Processing","Clustering MIT-BIH arrhythmias with Ant Colony Optimization using time domain and PCA compressed wavelet coefficients.","http://dblp.org/rec/journals/dsp/KorurekN10",22,1.256000,"Digital Signal Processing"
"2010","Digital Signal Processing","Fractal QRS-complexes pattern recognition for imperative cardiac arrhythmias.","http://dblp.org/rec/journals/dsp/LinD10",22,1.256000,"Digital Signal Processing"
"2010","Expert Syst. Appl.","Recurrent neural networks employing Lyapunov exponents for analysis of ECG signals.","http://dblp.org/rec/journals/eswa/Ubeyli10b",41,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","Feature selection algorithm for ECG signals using Range-Overlaps Method.","http://dblp.org/rec/journals/eswa/YehWC10",41,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","Development of ECG beat segmentation method by combining lowpass filter and irregular R-R interval checkup strategy.","http://dblp.org/rec/journals/eswa/ChoiALJJP10",41,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","Diagnostic study on arrhythmia cordis based on particle swarm optimization-based support vector machine.","http://dblp.org/rec/journals/eswa/Fei10",41,2.377000,"IEEE Intelligent Systems"
"2010","Expert Syst. Appl.","ECG beat classification using particle swarm optimization and radial basis function neural network.","http://dblp.org/rec/journals/eswa/KorurekD10",41,2.377000,"IEEE Intelligent Systems"
"2010","IEICE Transactions","Novel Joint Source-Channel Coding of Periodic ECG Signals for Reliable Wireless Patient Monitoring.","http://dblp.org/rec/journals/ieicet/WatanabeTI10",7,0.226000,"IEICE Transactions on Communications"
"2010","IEICE Transactions","On-Line Electrocardiogram Lossless Compression Using Antidictionary Codes for a Finite Alphabet.","http://dblp.org/rec/journals/ieicet/OtaM10",7,0.226000,"IEICE Transactions on Communications"
"2010","Int. J. Adv. Comp. Techn.","Classification of Cardiac Arrhythmias using Biorthogonal Wavelets and Support Vector Machines.","http://dblp.org/rec/journals/ijact-aicit/AbibullaevKLA10",1,0.000000,"International Journal of Advancements in Computing Technology"
"2010","IJALR","An Integrated Statistical Process Control and Wavelet Transformation Model for Detecting QRS Complexes in ECG Signals.","http://dblp.org/rec/journals/ijalr/YangJ10",1,0.000000,"International Journal of Artificial Life Research (IJALR)"
"2010","IJBM","ECG modelling using wavelet networks: application to biometrics.","http://dblp.org/rec/journals/ijbm/ChantafNKK10",2,0.000000,"International Journal of Biometrics (IJBM)"
"2010","International Journal of Computational Intelligence and Applications","Gk Based Fuzzy Clustering for the Diagnosis of Cardiac Arrhythmia.","http://dblp.org/rec/journals/ijcia/MehdiZBA10",3,0.000000,"International Journal of Computational Intelligence and Applications"
"2010","I. J. Functional Informatics and Personalised Medicine","Hybrid Support Vector Machine for imbalanced data in multiclass arrhythmia classification.","http://dblp.org/rec/journals/ijfipm/JoshiCJK10",1,0.000000,"International Journal of Functional Informatics and Personalised Medicine (IJFIPM)"
"2010","IJHISI","ECG Signal De-noising with Asynchronous Averaging and Filtering Algorithm.","http://dblp.org/rec/journals/ijhisi/GautamLC10",3,0.000000,"International Journal of Healthcare Information Systems and Informatics (IJHISI)"
"2010","I. J. Information Acquisition","Intelligent Diagnosis of Cardiovascular Diseases Utilizing ECG Signals.","http://dblp.org/rec/journals/ijia/YanLXLW10",1,0.000000,"International Journal of Information Acquisition"
"2010","IJKESDP","An integrated intelligent computing method for the detection and interpretation of ECG based cardiac diseases.","http://dblp.org/rec/journals/ijkesdp/PandeyM10",1,0.000000,"International Journal of Knowledge Engineering and Soft Data Paradigms (IJKESDP)"
"2010","J. Digital Imaging","The Clinical Application of a PACS-Dependent 12-Lead ECG and Image Information System in E-Medicine and Telemedicine.","http://dblp.org/rec/journals/jdi/HsiehL10",1,1.200000,"Journal of Digital Imaging"
"2010","J. Medical Systems","Novel Approach to Fuzzy-Wavelet ECG Signal Analysis for a Mobile Device.","http://dblp.org/rec/journals/jms/TsengPCYLH10",37,0.000000,"Journal of Medical Systems"
"2010","J. Medical Systems","ECG/PPG Integer Signal Processing for a Ubiquitous Health Monitoring System.","http://dblp.org/rec/journals/jms/ShinCY10",37,0.000000,"Journal of Medical Systems"
"2010","JNIT","A Modified Run-Length Coding for the Realization of Wavelet-based ECG Data Compression System.","http://dblp.org/rec/journals/jnit/LeeHWK10",1,0.000000,"Journal of Next Generation Information Technology (JNIT)"
"2010","Med. Biol. Engineering and Computing","Thin and flexible active electrodes with shield for capacitive electrocardiogram measurement.","http://dblp.org/rec/journals/mbec/LeeSKLP10",33,1.500000,"Medical and Biological Engineering and Computing"
"2010","Med. Biol. Engineering and Computing","Adaptive removal of gradients-induced artefacts on ECG in MRI: a performance analysis of RLS filtering.","http://dblp.org/rec/journals/mbec/SansoneMB10",33,1.500000,"Medical and Biological Engineering and Computing"
"2010","Med. Biol. Engineering and Computing","Atrial activity estimation from atrial fibrillation ECGs by blind source extraction based on a conditional maximum likelihood approach.","http://dblp.org/rec/journals/mbec/PhlypoZL10",33,1.500000,"Medical and Biological Engineering and Computing"
"2010","PLoS Computational Biology","Acute Effects of Sex Steroid Hormones on Susceptibility to Cardiac Arrhythmias: A Simulation Study.","http://dblp.org/rec/journals/ploscb/YangKFC10",2,0.000000,"PLoS Computational Biology"
"2010","Security and Communication Networks","Polynomial distance measurement for ECG based biometric authentication.","http://dblp.org/rec/journals/scn/SufiKH10",3,0.000000,"International Journal of Communication Networks and Information Security (IJCNIS)"
"2010","IEEE Trans. Biomed. Circuits and Systems","Power-Efficient Cross-Correlation Beat Detection in Electrocardiogram Analysis Using Bitstreams.","http://dblp.org/rec/journals/tbcas/LisethMHLW10",20,2.482000,"IEEE Transactions on Biomedical Circuits and Systems"
"2010","IEEE Trans. Biomed. Engineering","Resolution Strategies for the Finite-Element-Based Solution of the ECG Inverse Problem.","http://dblp.org/rec/journals/tbe/WangKJ10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","Improving ECG Beats Delineation With an Evolutionary Optimization Process.","http://dblp.org/rec/journals/tbe/DumontHC10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","Estimation of Respiratory Rate From ECG, Photoplethysmogram, and Piezoelectric Pulse Transducer Signals: A Comparative Study of Time-Frequency Methods.","http://dblp.org/rec/journals/tbe/DashSSC10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","Wavelet-Based ECG Data Compression System With Linear Quality Control Scheme.","http://dblp.org/rec/journals/tbe/KuHWW10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","Ranking the Influence of Tissue Conductivities on Forward-Calculated ECGs.","http://dblp.org/rec/journals/tbe/KellerWSD10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","Nonlinear Bayesian Filtering for Denoising of Electrocardiograms Acquired in a Magnetic Resonance Environment.","http://dblp.org/rec/journals/tbe/OsterPKF10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE Trans. Biomed. Engineering","P- and T-Wave Delineation in ECG Signals Using a Bayesian Approach and a Partially Collapsed Gibbs Sampler.","http://dblp.org/rec/journals/tbe/LinMT10",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2010","IEEE T. Instrumentation and Measurement","A Smart ECG Measurement System Based on Web-Service-Oriented Architecture for Telemedicine Applications.","http://dblp.org/rec/journals/tim/CapuaMM10",9,1.790000,"IEEE Transactions on Instrumentation and Measurement"
"2010","IEEE Transactions on Information Technology in Biomedicine","Eigenleads: ECG leads for maximizing information capture and improving SNR.","http://dblp.org/rec/journals/titb/FinlayNDL10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","Autoadaptivity and optimization in distributed ECG interpretation.","http://dblp.org/rec/journals/titb/Augustyniak10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","An intelligent telecardiology system using a wearable and wireless ECG to detect atrial fibrillation.","http://dblp.org/rec/journals/titb/LinCLCLCLLCLK10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","A wearable smartphone-based platform for real-time cardiovascular disease detection via electrocardiogram processing.","http://dblp.org/rec/journals/titb/OreskoJCHSDC10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","An embedded mobile ECG reasoning system for elderly patients.","http://dblp.org/rec/journals/titb/ShihCLL10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","Clinical assessment of wireless ECG transmission in real-time cardiac telemonitoring.","http://dblp.org/rec/journals/titb/IglesiasG10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","A patient-adaptive profiling scheme for ECG beat classification.","http://dblp.org/rec/journals/titb/FaezipourSBNMT10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Transactions on Information Technology in Biomedicine","Interoperability in Digital Electrocardiography: Harmonization of ISO/IEEE x73-PHD and SCP-ECG.","http://dblp.org/rec/journals/titb/TrigoCAMSCEMG10",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2010","IEEE Wireless Commun.","Resource-aware secure ECG healthcare monitoring through body sensor networks.","http://dblp.org/rec/journals/wc/WangPWSCK10",1,2.496000,"IEEE Wireless Communications"
"2011","Journal of Biomedical Informatics","Using an ECG reference ontology for semantic interoperability of ECG data.","http://dblp.org/rec/journals/jbi/GoncalvesGF11",4,0.000000,"Journal of Biomedical Informatics"
"2011","J. Medical Systems","Fuzzy Clustered Probabilistic and Multi Layered Feed Forward Neural Networks for Electrocardiogram Arrhythmia Classification.","http://dblp.org/rec/journals/jms/HaseenaMP11",37,0.000000,"Journal of Medical Systems"
"2011","Mathematical and Computer Modelling","A computational framework based on behavioural modelling: Application to the matching of electrocardiogram (ECG) recordings.","http://dblp.org/rec/journals/mcm/PontMC11",1,1.412000,"Mathematical and Computer Modelling"
"2011","IEEE Signal Process. Lett.","The Maternal Abdominal ECG as Input to MICA in the Fetal ECG Extraction Problem.","http://dblp.org/rec/journals/spl/Camargo-OlivaresMHER11",6,1.751000,"IEEE Signal Processing Letters"
"2011","IEEE Transactions on Information Forensics and Security","Electrocardiogram (ECG) Biometric Authentication Using Pulse Active Ratio (PAR).","http://dblp.org/rec/journals/tifs/SafieSP11",3,2.408000,"IEEE Transactions on Information Forensics and Security"
